variant,workload,n,seed,run,operation,seconds,visited,scans,mops_per_sec,scans_per_sec,avg_entries_per_scan,prefix_len,fanout_target,groups,keys,bytes_per_key,internal_node_bytes,total_bytes,avg_leaf_depth,max_leaf_depth
original4,controlled_fanout,2000,1,9,iter_full,0.000035100,6000,3,170.940180,85470.090198,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
original4,controlled_fanout,2000,1,0,iter_prefix,0.000035700,1024,512,28.683477,14341738.562308,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
original4,controlled_fanout,2000,1,1,iter_prefix,0.000021400,1024,512,47.850461,23925230.426032,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
original4,controlled_fanout,2000,1,2,iter_prefix,0.000021400,1024,512,47.850477,23925238.560565,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
original4,controlled_fanout,2000,1,3,iter_prefix,0.000033900,1024,512,30.206487,15103243.290541,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
original4,controlled_fanout,2000,1,4,iter_prefix,0.000033800,1024,512,30.295862,15147931.039770,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
original4,controlled_fanout,2000,1,5,iter_prefix,0.000022100,1024,512,46.334840,23167419.836124,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
original4,controlled_fanout,2000,1,6,iter_prefix,0.000022800,1024,512,44.912283,22456141.348141,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
original4,controlled_fanout,2000,1,7,iter_prefix,0.000021100,1024,512,48.530821,24265410.527129,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
original4,controlled_fanout,2000,1,8,iter_prefix,0.000021200,1024,512,48.301884,24150941.851259,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
original4,controlled_fanout,2000,1,9,iter_prefix,0.000021500,1024,512,47.627899,23813949.456017,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
node64,controlled_fanout,2000,1,0,iter_full,0.000024900,6000,3,240.963851,120481.925650,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
node64,controlled_fanout,2000,1,1,iter_full,0.000024600,6000,3,243.902457,121951.228725,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
node64,controlled_fanout,2000,1,2,iter_full,0.000030500,6000,3,196.721315,98360.657636,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
node64,controlled_fanout,2000,1,3,iter_full,0.000025200,6000,3,238.095212,119047.606244,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
node64,controlled_fanout,2000,1,4,iter_full,0.000033800,6000,3,177.514817,88757.408436,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
node64,controlled_fanout,2000,1,5,iter_full,0.000024500,6000,3,244.897913,122448.956321,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
node64,controlled_fanout,2000,1,6,iter_full,0.000024600,6000,3,243.902457,121951.228725,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
node64,controlled_fanout,2000,1,7,iter_full,0.000024500,6000,3,244.897913,122448.956321,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
node64,controlled_fanout,2000,1,8,iter_full,0.000024500,6000,3,244.897985,122448.992685,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
node64,controlled_fanout,2000,1,9,iter_full,0.000029300,6000,3,204.778174,102389.087060,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
node64,controlled_fanout,2000,1,0,iter_prefix,0.000023300,1024,512,43.948493,21974246.291343,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
node64,controlled_fanout,2000,1,1,iter_prefix,0.000022300,1024,512,45.919292,22959646.217958,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
node64,controlled_fanout,2000,1,2,iter_prefix,0.000022200,1024,512,46.126123,23063061.302450,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
node64,controlled_fanout,2000,1,3,iter_prefix,0.000022000,1024,512,46.545454,23272727.090958,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
node64,controlled_fanout,2000,1,4,iter_prefix,0.000022000,1024,512,46.545454,23272727.090958,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
node64,controlled_fanout,2000,1,5,iter_prefix,0.000021900,1024,512,46.757992,23378996.063230,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
node64,controlled_fanout,2000,1,6,iter_prefix,0.000022100,1024,512,46.334840,23167419.836124,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
node64,controlled_fanout,2000,1,7,iter_prefix,0.000022000,1024,512,46.545454,23272727.090958,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
node64,controlled_fanout,2000,1,8,iter_prefix,0.000022000,1024,512,46.545454,23272727.090958,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
node64,controlled_fanout,2000,1,9,iter_prefix,0.000021900,1024,512,46.757992,23378996.063230,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
node32_node64,controlled_fanout,2000,1,0,iter_full,0.000038200,6000,3,157.068064,78534.031752,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
node32_node64,controlled_fanout,2000,1,1,iter_full,0.000036800,6000,3,163.043494,81521.746992,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
node32_node64,controlled_fanout,2000,1,2,iter_full,0.000024500,6000,3,244.897985,122448.992685,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
node32_node64,controlled_fanout,2000,1,3,iter_full,0.000024700,6000,3,242.914919,121457.459494,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
node32_node64,controlled_fanout,2000,1,4,iter_full,0.000024600,6000,3,243.902457,121951.228725,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
node32_node64,controlled_fanout,2000,1,5,iter_full,0.000024500,6000,3,244.897913,122448.956321,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
node32_node64,controlled_fanout,2000,1,6,iter_full,0.000024500,6000,3,244.897913,122448.956321,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
node32_node64,controlled_fanout,2000,1,7,iter_full,0.000024400,6000,3,245.901600,122950.800047,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
node32_node64,controlled_fanout,2000,1,8,iter_full,0.000024500,6000,3,244.897913,122448.956321,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
node32_node64,controlled_fanout,2000,1,9,iter_full,0.000024500,6000,3,244.897985,122448.992685,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
node32_node64,controlled_fanout,2000,1,0,iter_prefix,0.000022600,1024,512,45.309740,22654869.798225,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
node32_node64,controlled_fanout,2000,1,1,iter_prefix,0.000022300,1024,512,45.919277,22959638.726774,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
node32_node64,controlled_fanout,2000,1,2,iter_prefix,0.000022600,1024,512,45.309740,22654869.798225,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
node32_node64,controlled_fanout,2000,1,3,iter_prefix,0.000021900,1024,512,46.757992,23378996.063230,2.000000,4,2,1000,2000,54.156000,64312,108312,5.000,5
