variant,workload,n,fanout_target,groups,bytes_per_key,internal_node_bytes,leaf_bytes,total_bytes,internal_nodes,leaves,avg_leaf_depth,max_leaf_depth,node2,node4,node5,node16,node32,node48,node64,node256,node2_bytes,node4_bytes,node5_bytes,node16_bytes,node32_bytes,node48_bytes,node64_bytes,node256_bytes,fanout_1_2,fanout_3_5,fanout_6_16,fanout_17_32,fanout_33_48,fanout_49_64,fanout_65_256
node256_only,controlled_fanout,65000,65,1000,53.91299999999999,2074320.0,1430000.0,3504320.0,1005.0,65000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074320.0,0.0,1.0,0.0,0.0,0.0,0.0,1004.0
node256_only,controlled_fanout,66000,66,1000,53.429,2074320.0,1452000.0,3526320.0,1005.0,66000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074320.0,0.0,1.0,0.0,0.0,0.0,0.0,1004.0
node256_only,controlled_fanout,70000,7,10000,318.066,20724624.0,1540000.0,22264624.0,10041.0,70000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20724624.0,0.0,0.0,10001.0,0.0,1.0,0.0,39.0
node256_only,controlled_fanout,80000,8,10000,281.058,20724624.0,1760000.0,22484624.0,10041.0,80000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20724624.0,0.0,0.0,10001.0,0.0,1.0,0.0,39.0
node256_only,controlled_fanout,80000,80,1000,47.929,2074320.0,1760000.0,3834320.0,1005.0,80000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074320.0,0.0,1.0,0.0,0.0,0.0,0.0,1004.0
node256_only,controlled_fanout,96000,96,1000,43.60799999999999,2074320.0,2112000.0,4186320.0,1005.0,96000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074320.0,0.0,1.0,0.0,0.0,0.0,0.0,1004.0
node256_only,controlled_fanout,112000,112,1000,40.521,2074320.0,2464000.0,4538320.0,1005.0,112000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074320.0,0.0,1.0,0.0,0.0,0.0,0.0,1004.0
node256_only,controlled_fanout,120000,12,10000,194.705,20724624.0,2640000.0,23364624.0,10041.0,120000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20724624.0,0.0,0.0,10001.0,0.0,1.0,0.0,39.0
node256_only,controlled_fanout,128000,128,1000,38.206,2074320.0,2816000.0,4890320.0,1005.0,128000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074320.0,0.0,1.0,0.0,0.0,0.0,0.0,1004.0
node256_only,controlled_fanout,150000,15,10000,160.164,20724624.0,3300000.0,24024624.0,10041.0,150000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20724624.0,0.0,0.0,10001.0,0.0,1.0,0.0,39.0
node256_only,controlled_fanout,160000,16,10000,151.529,20724624.0,3520000.0,24244624.0,10041.0,160000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20724624.0,0.0,0.0,10001.0,0.0,1.0,0.0,39.0
node256_only,controlled_fanout,160000,160,1000,34.965,2074320.0,3520000.0,5594320.0,1005.0,160000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074320.0,0.0,1.0,0.0,0.0,0.0,0.0,1004.0
