variant,workload,n,fanout_target,groups,bytes_per_key,internal_node_bytes,leaf_bytes,total_bytes,internal_nodes,leaves,avg_leaf_depth,max_leaf_depth,node2,node4,node5,node16,node32,node48,node64,node256,node2_bytes,node4_bytes,node5_bytes,node16_bytes,node32_bytes,node48_bytes,node64_bytes,node256_bytes,fanout_1_2,fanout_3_5,fanout_6_16,fanout_17_32,fanout_33_48,fanout_49_64,fanout_65_256
node32_node64,uuid_fixture,65536,0,0,79.732,1751928.0,3473408.0,5225336.0,22957.0,65536.0,4.7,10.0,0.0,18473.0,0.0,4484.0,0.0,0.0,0.0,0.0,0.0,1034488.0,0.0,717440.0,0.0,0.0,0.0,0.0,14078.0,4533.0,4346.0,0.0,0.0,0.0,0.0
node32_node64,uuid_fixture,100000,0,0,79.273,2627328.0,5300000.0,7927328.0,37408.0,100000.0,4.881,10.0,0.0,32288.0,0.0,5120.0,0.0,0.0,0.0,0.0,0.0,1808128.0,0.0,819200.0,0.0,0.0,0.0,0.0,21609.0,11293.0,4506.0,0.0,0.0,0.0,0.0
node32_node64,words_fixture,4096,0,0,62.593,148408.0,107973.0,256381.0,2271.0,4096.0,7.882,18.0,0.0,2071.0,0.0,197.0,3.0,0.0,0.0,0.0,0.0,115976.0,0.0,31520.0,912.0,0.0,0.0,0.0,1440.0,709.0,119.0,3.0,0.0,0.0,0.0
node32_node64,words_fixture,8192,0,0,62.159,294544.0,214659.0,509203.0,4450.0,8192.0,7.708000000000001,21.0,0.0,4032.0,0.0,405.0,13.0,0.0,0.0,0.0,0.0,225792.0,0.0,64800.0,3952.0,0.0,0.0,0.0,2852.0,1332.0,253.0,13.0,0.0,0.0,0.0
node32_node64,words_fixture,16384,0,0,62.784,592656.0,435989.0,1028645.0,8947.0,16384.0,8.015,22.0,0.0,8102.0,0.0,819.0,26.0,0.0,0.0,0.0,0.0,453712.0,0.0,131040.0,7904.0,0.0,0.0,0.0,5803.0,2606.0,512.0,26.0,0.0,0.0,0.0
node32_node64,words_fixture,32768,0,0,61.235,1149072.0,857474.0,2006546.0,16971.0,32768.0,7.666,22.0,0.0,15156.0,0.0,1746.0,69.0,0.0,0.0,0.0,0.0,848736.0,0.0,279360.0,20976.0,0.0,0.0,0.0,10781.0,4997.0,1124.0,69.0,0.0,0.0,0.0
node32_node64,words_fixture,65536,0,0,61.692,2309992.0,1733029.0,4043021.0,34424.0,65536.0,7.943,22.0,0.0,30923.0,0.0,3375.0,126.0,0.0,0.0,0.0,0.0,1731688.0,0.0,540000.0,38304.0,0.0,0.0,0.0,21726.0,10436.0,2136.0,126.0,0.0,0.0,0.0
node32_node64,words_fixture,131072,0,0,61.73400000000001,4624672.0,3466906.0,8091578.0,68983.0,131072.0,7.931,22.0,0.0,62028.0,0.0,6689.0,266.0,0.0,0.0,0.0,0.0,3473568.0,0.0,1070240.0,80864.0,0.0,0.0,0.0,43929.0,20544.0,4244.0,266.0,0.0,0.0,0.0
node32_node64,words_fixture,235886,0,0,61.923,8339472.0,6267285.0,14606757.0,124256.0,235886.0,8.075,22.0,0.0,111616.0,0.0,12181.0,458.0,0.0,1.0,0.0,0.0,6250496.0,0.0,1948960.0,139232.0,0.0,784.0,0.0,79113.0,36939.0,7745.0,458.0,0.0,1.0,0.0
node64,dense_uint64,4096,0,0,32.102,33184.0,98304.0,131488.0,17.0,4096.0,8.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,33024.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0
node64,dense_uint64,8192,0,0,32.143,66704.0,196608.0,263312.0,33.0,8192.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,656.0,0.0,66048.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0
node64,dense_uint64,16384,0,0,32.11,132880.0,393216.0,526096.0,65.0,16384.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,132096.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0
node64,dense_uint64,32768,0,0,32.125,266256.0,786432.0,1052688.0,129.0,32768.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266256.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0
node64,dense_uint64,65536,0,0,32.094,530448.0,1572864.0,2103312.0,257.0,65536.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530448.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0
node64,dense_uint64,131072,0,0,32.094,1060952.0,3145728.0,4206680.0,515.0,131072.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,514.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,1060896.0,1.0,0.0,0.0,0.0,0.0,0.0,514.0
