variant,workload,n,fanout_target,groups,zipf_s,operation,runs,mean,std,ci95,menu_count
count2_node16_node256,dense_uint64,524288,0,0,0.0,lookup_success,25,5.6638786,0.663173363502021,0.25996395849279225,2
count2_node16_node256,dense_uint64,1048576,0,0,0.0,insert,25,3.41263576,0.20782511852963462,0.08146744646361677,2
count2_node16_node256,dense_uint64,1048576,0,0,0.0,lookup_absent_early,25,238.13942056,8.052563068425906,3.156604722822955,2
count2_node16_node256,dense_uint64,1048576,0,0,0.0,lookup_absent_late,25,17.92783356,0.8795914621405259,0.3447998531590861,2
count2_node16_node256,dense_uint64,1048576,0,0,0.0,lookup_success,25,4.80773712,0.3933274590458227,0.15418436394596252,2
count2_node16_node256,sparse_uint64,4096,0,0,0.0,insert,25,20.47177776,2.2405819376882365,0.8783081195737887,2
count2_node16_node256,sparse_uint64,4096,0,0,0.0,lookup_absent_early,25,85.35584012,4.9864494722986015,1.9546881931410518,2
count2_node16_node256,sparse_uint64,4096,0,0,0.0,lookup_absent_late,25,71.99595936,4.469257671381988,1.7519490071817394,2
count2_node16_node256,sparse_uint64,4096,0,0,0.0,lookup_success,25,43.31106168,2.3299463724911984,0.9133389780165497,2
count2_node16_node256,sparse_uint64,8192,0,0,0.0,insert,25,20.13276136,2.28824510055843,0.8969920794189046,2
count2_node16_node256,sparse_uint64,8192,0,0,0.0,lookup_absent_early,25,110.49526476,4.750564561028128,1.862221307923026,2
count2_node16_node256,sparse_uint64,8192,0,0,0.0,lookup_absent_late,25,101.09525968,4.660511279340413,1.8269204215014418,2
count2_node16_node256,sparse_uint64,8192,0,0,0.0,lookup_success,25,51.37935968,3.521253065183552,1.3803312015519524,2
count2_node16_node256,sparse_uint64,16384,0,0,0.0,insert,25,17.57038136,1.3407256608536624,0.5255644590546357,2
count2_node16_node256,sparse_uint64,16384,0,0,0.0,lookup_absent_early,25,86.6835066,2.677708832791697,1.0496618624543452,2
count2_node16_node256,sparse_uint64,16384,0,0,0.0,lookup_absent_late,25,80.501759,3.3117103793259015,1.2981904686957535,2
count2_node16_node256,sparse_uint64,16384,0,0,0.0,lookup_success,25,38.11277964,1.5237198000724475,0.5972981616283993,2
count2_node16_node256,sparse_uint64,32768,0,0,0.0,insert,25,15.14154792,1.8293149095399055,0.717091444539643,2
count2_node16_node256,sparse_uint64,32768,0,0,0.0,lookup_absent_early,25,59.84137004,3.412666752875862,1.337765367127338,2
count2_node16_node256,sparse_uint64,32768,0,0,0.0,lookup_absent_late,25,57.71348952,5.28498005706355,2.0717121823689117,2
count2_node16_node256,sparse_uint64,32768,0,0,0.0,lookup_success,25,29.60929528,2.454624916127689,0.9622129671220542,2
count2_node16_node256,sparse_uint64,65536,0,0,0.0,insert,25,12.88579888,1.1370224176604626,0.44571278772290135,2
count2_node16_node256,sparse_uint64,65536,0,0,0.0,lookup_absent_early,25,49.36519228,1.4541794358004656,0.5700383388337825,2
count2_node16_node256,sparse_uint64,65536,0,0,0.0,lookup_absent_late,25,50.136717479999994,2.719049813077908,1.06586752672654,2
count2_node16_node256,sparse_uint64,65536,0,0,0.0,lookup_success,25,25.77345144,0.7840538180297358,0.3073490966676565,2
count2_node16_node256,sparse_uint64,131072,0,0,0.0,insert,25,8.65968988,1.8198524677104628,0.7133821673425014,2
count2_node16_node256,sparse_uint64,131072,0,0,0.0,lookup_absent_early,25,53.08913944,4.599142960788472,1.8028640406290812,2
count2_node16_node256,sparse_uint64,131072,0,0,0.0,lookup_absent_late,25,38.05308436,7.663985769553592,3.0042824216650077,2
count2_node16_node256,sparse_uint64,131072,0,0,0.0,lookup_success,25,19.02116924,4.648310557408325,1.8221377385040636,2
count2_node16_node256,sparse_uint64,262144,0,0,0.0,insert,25,4.2359465599999995,0.5615090693191639,0.22011155517311223,2
count2_node16_node256,sparse_uint64,262144,0,0,0.0,lookup_absent_early,25,45.571153640000006,5.180185788498405,2.030632829091375,2
count2_node16_node256,sparse_uint64,262144,0,0,0.0,lookup_absent_late,25,19.54556476,2.4045119909322263,0.9425687004454326,2
count2_node16_node256,sparse_uint64,262144,0,0,0.0,lookup_success,25,7.6086402799999995,1.4950089344049504,0.5860435022867405,2
