variant,workload,n,seed,fanout_target,groups,zipf_s,run,operation,seconds,ops,mops_per_sec,keys,node4,node16,node32,node48,node256,internal_nodes,leaves,internal_node_bytes,leaf_bytes,total_bytes,bytes_per_key,avg_leaf_depth,max_leaf_depth,fanout_0_4,fanout_5_16,fanout_17_32,fanout_33_48,fanout_49_64,fanout_65_256,node64,node4_bytes,node16_bytes,node32_bytes,node48_bytes,node64_bytes,node256_bytes,node2,node5,node2_bytes,node5_bytes,fanout_1_2,fanout_3_5,fanout_6_16
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,4,lookup_absent,0.000221100,65536,296.408871,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,5,insert,0.003543500,65536,18.494709,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,5,lookup_success,0.001671700,65536,39.203206,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,5,lookup_absent,0.000210400,65536,311.482888,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,6,insert,0.004736400,65536,13.836669,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,6,lookup_success,0.001678700,65536,39.039733,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,6,lookup_absent,0.000250300,65536,261.829805,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,7,insert,0.003709900,65536,17.665166,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,7,lookup_success,0.001676400,65536,39.093295,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,7,lookup_absent,0.000229200,65536,285.933684,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,8,insert,0.003702100,65536,17.702385,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,8,lookup_success,0.001689900,65536,38.780993,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,8,lookup_absent,0.000225700,65536,290.367743,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,9,insert,0.003564900,65536,18.383685,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,9,lookup_success,0.001676900,65536,39.081639,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
