variant,workload,n,fanout_target,groups,zipf_s,operation,runs,mean,std,ci95,menu_count
count4_original4,words_fixture,4096,0,0,0.0,lookup_success,10,14.896858599999998,1.997736704505053,1.2382100377047265,4
count4_original4,words_fixture,16384,0,0,0.0,insert,10,6.585613599999999,0.27039084985677064,0.1675899850271376,4
count4_original4,words_fixture,16384,0,0,0.0,lookup_absent,10,220.5076959,49.11674451279827,30.44287364695188,4
count4_original4,words_fixture,16384,0,0,0.0,lookup_success,10,10.703209,2.1853662396473603,1.3545040284289127,4
count4_original4,words_fixture,65536,0,0,0.0,insert,10,5.0856832,0.7279617162873028,0.4511953462831412,4
count4_original4,words_fixture,65536,0,0,0.0,lookup_absent,10,138.5615352,3.983365850104927,2.468915732652629,4
count4_original4,words_fixture,65536,0,0,0.0,lookup_success,10,8.111498899999999,1.2349112640297908,0.7654059312962136,4
count4_original4,words_fixture,235886,0,0,0.0,insert,20,2.54553115,0.2038718241711468,0.08935076647853951,4
count4_original4,words_fixture,235886,0,0,0.0,lookup_absent,20,144.86363545,7.297749720718158,3.1983798338279574,4
count4_original4,words_fixture,235886,0,0,0.0,lookup_success,20,2.71915855,0.27347286754216443,0.11985476867791078,4
count5_4_16_32_64_256,dense_uint64,4096,0,0,0.0,insert,10,16.953828100000003,4.250574578502703,2.6345334183658298,5
count5_4_16_32_64_256,dense_uint64,4096,0,0,0.0,lookup_absent,10,180.0588095,41.75798451656794,25.881866947798372,5
count5_4_16_32_64_256,dense_uint64,4096,0,0,0.0,lookup_success,10,66.0775362,14.954306863058719,9.26877542120524,5
count5_4_16_32_64_256,dense_uint64,16384,0,0,0.0,insert,10,16.046343099999998,2.1218994271344327,1.3151668904880545,5
count5_4_16_32_64_256,dense_uint64,16384,0,0,0.0,lookup_absent,10,198.0880012,23.3839239706335,14.493506234364396,5
count5_4_16_32_64_256,dense_uint64,16384,0,0,0.0,lookup_success,10,48.4692585,7.961456287203663,4.934561730448521,5
count5_4_16_32_64_256,dense_uint64,65536,0,0,0.0,insert,10,14.042573899999999,1.5595922916909657,0.9666453171450888,5
count5_4_16_32_64_256,dense_uint64,65536,0,0,0.0,lookup_absent,10,262.95885250000003,26.373395278827402,16.346399747753114,5
count5_4_16_32_64_256,dense_uint64,65536,0,0,0.0,lookup_success,10,32.750105500000004,6.28019291934957,3.892503898999729,5
count5_4_16_32_64_256,dense_uint64,262144,0,0,0.0,insert,10,7.3694197,0.5187177442172081,0.3215045887563185,5
count5_4_16_32_64_256,dense_uint64,262144,0,0,0.0,lookup_absent,10,154.4603746,8.218758703847703,5.094039420524435,5
count5_4_16_32_64_256,dense_uint64,262144,0,0,0.0,lookup_success,10,7.7038309,1.3285060724664002,0.823416594574272,5
